id,comment,rating,review_date
11,empecé con una clase de prueba de zumba y me quedé las instalaciones son completas las clases divertidas y el ambiente muy motivador este gimnasio tiene los instructores más dinámicos atentos y agradables que he visto!!,5,Hace un mes
12,cuidado! desde que vivagym compró altafit se ha traducido en subida de cuotas progresivas y sin notificar aún teniendo las mismas máquinas y muchas de ellas mal mantenidas o fuera de servicio quitan la suscripción semestral y sólo dejan la mensual subiendo la cuota de manera desmesurada y encima dicen que el banco ha devuelto el recibo cuando el banco me confirma que no existe ningún cargo y con esta ingeniosa treta te cobran una comisión de 3 euros más al pagar con tarjeta no tienen teléfono de contacto ni contestan a los emails me doy de baja en cuanto finalice el mes ladrones!!,1,Hace 2 meses
13,llevo años viniendo y desde que cambió a vivagym ha empeorado muchísimo 40 euros casi de cuota y hay muchas maquinas rotas desde hace semanas los agarres están todos tirados por el suelo las esterillas azules da asco tocarlas en el baño no hay papel ni jabón la puerta del baño lleva semanas sin pomo… por si fuera poco a cualquier hora está saturado de gente últimamente está siendo terrible ir a entrenar,1,Hace 2 meses
14,llevo dos años asistiendo a este gimnasio y fuera de la falta de innovación en la maquinaria y soluciones en cuanto al aseo en horarios aglomerados a lo cual me había adaptado… hoy no pude tolerar el mal trato por parte del gimnasio a sus clientes consciente de que el 15 de mayo es un día festivo y el horario de atención es de 10 00am 15 00pm acudí a realizar mi entreno dentro de este tiempo lamentablemente jamás me había acercado a la franja de cierre y aún cuando ya había finalizado mi entreno a las 14 45 nos pegaron un grito ya chicoooos con lo que me dispuse a guardar la mancuerna que estaba utilizando pero de pronto apagaron todas las luces y nos dejaron a oscuras claro perdí mi botella de agua toalla y teléfono y entre tropiezos tuve que encontrarlos se me hizo una acción muy grosera seguido de la mala actitud de la monitora para echarnos de los vestidores azotando todas las puertas de los casilleros para que nos vayamos no son la única empresa que trabaja en festivos y esa actitud no es correcta… todos adaptamos nuestras actividades tanto para conseguir entrenar en un horario diferente y extremadamente petado como para luego acudir a nuestros trabajos en festivos también así que por favor o tienen más empatía y tacto para echar a sus clientes… o cambian los horarios de cierre a menos cuarto con lo cual nosotros organizamos nuestra salida y no esperamos a sus gritos y groserías,2,Hace 6 meses
15,llevo 3 años asistiendo al gym y esta pesa de 32 5 k dañda lleva así desde entonces…¡¡ increíble !! por todo lo demás el gym aunque podría ser mejor por el precio de la mensualidad … tiene lo básico para llevar una completa rutina y personal muy agradable siempre muy atentos,3,Hace 10 meses
16,cada día peor me parece una vergüenza q te claven una cuota obligatoria prime de 37 90 y en la entrada te topes con un cartel de oferta cuota y matrícula 7 90 dan ganas de borrarse y volverse a apuntar y te ahorras 30 € claro entras y es una vergüenza como está la sala en la q no puedes hacer prácticamente nada a caso q no te vayas apañando y metiéndote en máquinas o poleas 4 o más personas la sala descuidada y todo descolocado máquinas rotas en las q no se arreglan pasadas ya unas semanas o más la puerta del baño sin picaporte desde san isidro gente q va con varias toallas y las va colocando en máquinas diferentes la zona de cardio excesiva y lógicamente sobra la mitad esa zona solo se llena a partir del 1 de junio a todo esto a los q llevamos desde el principio no solo nos metieron la subida disimulada con la palabra prime q luego por estas políticas de ofertas salimos perjudicados me parece bien q hagan ofertas pero con ese precio q les límite a poder asistir en horarios en los q el aforo es bajo como sigan las cosas así me plantearé el cambio,1,Hace 3 meses
17,muy buen altafit de enormes dimensiones con máquinas precor en mi opinión mejor que matrix aparcamiento hay una zona amplia donde se pueden estacionar al menos una docena de motocicletas además es zona blanca para los vehículos de cuatro ruedas y también hay un parking de pago al lado instalaciones 2 500m2 que parecen más aún una vez estás dentro zonas de musculación y cardiovascular perfectamente delimitadas separación suficiente entre máquinas y zona para ejercicio de peso libre bastante amplias el vestuario al menos el de hombres es enorme gran número de taquillas eso sí veo algo escaso los bancos ‍‍el aforo por las mañanas no es excesivo por lo que en pocas ocasiones tendrás que esperar para poder usar una máquina en concreto por la tarde no puedo opinar porque no he ido cuenta con una báscula es un detalle que se agradece,5,Hace 2 años
18,las maquinas tardan más de mes a seren arregladas y ahora mismo hay demasiadas averiadas cobran una cara mensualidad para lo poco que dan las colchonetas azules están negras hay tornillos sueltos cerca de máquinas alguna vez encima el local esta lleno de una manera agobiante claramente no tienen espacio para comportar lo que buscan lucrar es desanimador venir a entrenar en condiciones insalubres,1,Hace 2 meses
19,antes era uno de los mejores gimnasios de la zona pero cada vez va a peor tienen un grave problema con el aforo hay demasiadas personas para la maquinaria que ofrecen y ellos ganan más dinero a costa de que los usuarios entrenemos más incómodos me apunté principalmente por las clases sin embargo el problema es el mismo 55 personas chocándose en una sala en la que no cabrían más de 30 al comentárselo al área manager jesús h me responde de muy mala forma diciéndome que no es cierto lo que digo y que si lo que quiero es poner una reclamación que lo haga por otro lado sigo pagando lo mismo que otros meses incluso cuando en verano hay días con apenas 2 clases,1,Hace 4 meses
20,llevo apuntada en el gimnasio de viva gym de palacio de vista alegre unos cuantos meses y el 1 de julio me acerqué a preguntar porque no había habido una de las clases de por las tardes exactamente zumba y la persona que me atendió me dijo que se quitaban clases en julio y agosto porque tienen que descansar los monitores obvio pero no sustituyen poniendo a otros monitores directamente quitan las clases me recomendó que me fuera a cualquier otro gimnasio que tenían en madrid de la misma cadena y que me viniera bien por mis horarios agradecí su recomendación de que cambiara el gym que tengo a tiro de piedra de mi casa por cualquier otro que podría pillarme en la otra punta de madrid con lo que mi respuesta ha sido darme da baja la pena es que no avisaron en las últimas clases de los cambios de horarios en verano muy listos por cierto de tal manera que tengo que pagar el mes de julio aunque no tenga clases a las que ir una pena la respuesta de esta persona y tratar así a los que pagan la cuota mes a mes… ya me busco otro gym que al menos me avisen de los cambios con tiempo,1,Hace 5 meses
21,este gimnasio tiene varios puntos de mejora que enumeraré a continuación con la esperanza de que al menos uno de ellos sea atendido 1 limpieza no hay estaciones con productos y papel para limpiar los equipos como en cualquier otro gimnasio lo mínimo sería proporcionar alcohol en gel para la higiene recordemos que las toallas utilizadas según la costumbre europea no garantizan ningún nivel de limpieza como muestra la foto las colchonetas están siempre muy sucias 2 gimnasio siempre lleno después de las 18 00 aquí la gente considera normal compartir una máquina entre tres personas lo cual es totalmente desaconsejado la cantidad de máquinas no es suficiente para la alta demanda en estos horarios mi sugerencia compren más bancos y más equipos de musculación y reduzcan el área de máquinas de cardio 3 varios equipos de mala calidad lo que dificulta la ejecución correcta de los ejercicios por ejemplo la máquina de leg curl tiene un apoyo en la espinilla en lugar de en el muslo sin ninguna adaptación si tienes las piernas delgadas este apoyo superior no sirve de nada,1,Hace 8 meses
22,el peor vivagym de todos los que he estado en madrid le faltan máquinas y bancos para la cantidad de gente que hay inscrita no arreglan las máquinas en semanas cuando están estropeadas por una cuota de casi 40€ por no decir que está masificado y aún siguen promocionando el mes a 0€ y matrícula gratis cuando llega final de mes,1,Hace un mes
23,a principios todo bien pero después algunas mancuernas rotas pesos que son mas ligeros de lo normal y lo peor que dejé de estar yendo y aun así me quieren seguir cobrando está bien el gimnasio todo bien con aire acondicionado y todo pero que arreglen las cosas y verifiquen lo único bueno es eso y también los empleados y aparte hay mas zintas de correr que cosas,2,Hace 2 meses
24,no entiendo que nunca repongan papel en el aseo hoy me sentó mal un batido y vomite mucho y no me pude ni limpiar con un trozo de papel por dios que es papel higiénico otra cosa bale pero que no repongan papel? en un gym? no por dios,1,Hace 2 meses
25,los entrenadores yami y sergio son geniales atentos las clases son geniales no me pierdo una clase con ellos!! muy bien este gym …,5,Hace un mes
26,sara!! quiero felicitarte por tu gran clase de v mind y sobre todo por la sugerencia que te hice el pasado jueves y ya la has aplicado en la meditación muchas gracias,5,Fecha de edición: Hace 4 semanas
27,es un falta de respeto que quiero darme de baja de la suscripción hoy 23 de octubre y no me lo permite solo hasta el 30 de noviembre ¿por qué si no quiero o no puedo asistir me l gym tengo que pagar un mes más ?,3,Hace un mes
28,gracias yamira tus clases de zumba y v power son motivadoras alegres haces que los problemas se olviden con la canción sonríele a la vida y otras más encantada con tú clase gracias por los días que participó,5,Fecha de edición: Hace 4 semanas
29,instalaciones limpias todo bien pero cuando se estropea una máquina despídete de ella por un mes y asi si coinciden mas de una pues sucesivamente es algo muy muy mejorable por que la sensacion es de dejadez y no por sus trabajadores por que son muy atentos,3,Hace 2 meses
30,las clases de pilates son muy agradables por el ambiente y el amor que le pone yami…,5,Hace 2 semanas
31,soy socia del vivagym entre por primera vez a la clase de zumba de yamira martínez salí renovada y sin duda alguna ha sido la mejor experiencia mucha alegría entrega carisma y sobre todo con mucho profesionalismo en su área en hora buena mi bella continúa así !! …,5,Hace 5 meses
32,jorge el monitor que está en las tardes te explica todo al detalle gracias a él he podido animarme a empezar en sala y las clases de spinning que da son de 10 es súper cañero y anima un montón sin duda os recomiendo el centro,5,Hace 4 meses
33,pilates maravilloso te vas con complicaciones para bajar las escaleras pero eso es que jorge se lo ha currado un montón muy bien trabajo,5,Hace un mes
34,veo todas las clases con yami y me encantan estoy muy contenta con su profesionalidad recomiendo este gym,5,Hace un mes
35,no me dejaron pasar porque se me olvidó la pulsera de acceso en casa habiendo otros métodos de verificar si he pagado la cuota mucha gente para la cantidad de máquinas disponibles en algunas franjas horarias tienes que hacer lo que puedes más que lo que quieres,1,Hace 4 meses
36,soy miembro de este gimnasio desde su apertura en 2017 cuando aún era altafit y nunca había tenido una experiencia tan negativa como en estos días en varias ocasiones he encontrado los baños sin papel higiénico al comentarlo en recepción me informaron que ya no lo colocan porque algunas personas lo sustraen y que ahora hay que pedirlo esta política generaliza el problema y hace sentir incómodo al usuario que solo necesita algo básico para la higiene en mi caso me ofrecieron un rollo de papel de cocina lo cual no considero adecuado ni cómodo además se me indicó que no podía llevármelo al baño lo cual me pareció una forma poco respetuosa de tratar a un cliente durante los años con la anterior gestión esto no ocurría desde el cambio a vivagym y el aumento de socios he notado un deterioro en aspectos esenciales del servicio entiendo que quieran evitar abusos pero existen formas más equilibradas de gestionarlo sin incomodar a quienes usamos las instalaciones con respeto después de tantos años como socio espero que este tipo de situaciones se puedan resolver con sentido común,1,Hace 7 meses
37,un gimnasio grande y bastante limpio ya era hora de que hicieran una zona dedicada a los estiramientos buen trabajo creo que hace falda una espaldera también una idea que les voy a dar es hacer unas clases de camas elásticas molaría otra inversión con el tiempo …,5,Fecha de edición: Hace 2 años
38,está en declive totalmente especialmente deficiente en cuanto a limpieza que en horas de máxima afluencia llega a resultar insaluble y realmente incómodo prestan poca atención al orden las mancuernas no están en su sitio los discos se amontonan en las máquinas los agarres están tirados por el suelo,2,Hace 2 meses
39,me encanta las clases de yamira son increíbles y súper alegres también me encantan las clases de alex es un profesor impresionante,5,Hace un mes
40,llevo desde que abrieron y estoy encantada del trato y la profesionalidad de todo el personal tanto en sala como en las clases colectivas que son muchas variadas y en diferentes horas lo que me permite acceder a ellas según mis horarios de trabajo quiero mencionar y felicitar a uno de los profesionales que trabajan allí que se llama josé gran profesional que es técnicamente excelente que unido a su trato amable y alegre siempre me anima a seguir acudiendo al gym día a día gracias a todos,5,Hace 8 meses
41,agarres viejos y desgastados máquinas sin aceitar que dificultan los jalones goteras en la sala de filtraciones los baños huelen mal los casilleros rotos y en mal estado los asientos y tapizados son un desastre les pregunto… de verdad cuesta 40 pavos entrenar aquí???? vaya cloaca,1,Hace un año
42,vivagym abraham destaca tanto por su preparación técnica como por su calidad humana es un entrenador empático motivador cercano y siempre dispuesto a ayudar gracias a su forma de trabajar muchas personas nos sentimos más animadas a entrenar mejorar y mantenernos constantes considero que su presencia aporta un gran valor al centro no solo por su profesionalismo sino también por el ambiente positivo y respetuoso que genera en cada clase por todo ello solicito que abraham continúe formando parte del equipo de vivagym profesionales como él hacen la diferencia y son clave para la fidelización y el bienestar de quienes entrenamos aquí,5,Hace 6 meses
43,han cambiado el nombre del gimnasio han subido el precio y encima se rompen las máquinas y no las arreglan hay algunas que llevan casi un mes rotas es una vergüenza,1,Hace 2 meses
44,añadir más máquinas y quitar algunas de cardio ya que más de la mitad siempre están vacías mientras el resto de máquinas las personas se turnan para poder usarlas de vergüenza y por favor arreglen cuanto antes la única máquina moderna de extensión de cuádriceps sólo hay dos y la otra debe ser de los 90 por lo menos,1,Hace 3 meses
45,le pongo una estrella por el personal pero las instalaciones cada vez peor máquinas que cada vez por tres averiadas y se quedan semanas en ese estado cubos para goteras vestuarios con taquillas que dan pena en fin si puedes ir a otro ves no merece la pena por la cuota que te cobran,1,Hace un mes
46,me encantaaaa los profes de por la mañana me encanta las clases de bici con rubén que son muy divertidas y con buena música las clases de zumba con yamira son las mejores me encanta con baila es súper simpática y a mi me encanta cuando llega el día de dar zumba con ella porque las canciones que pone son las mejores ya que me encanta bailar abraham es el mejor dando clases es súper majo y explica muy bien súper simpático,5,Hace 6 meses
47,lo típico en este tipo de gimnasios masificado y mas ahora que tienen promiciones para que la gente se apunte a los socios antíguos nada por supuesto a ciertas horas es desesperante ir a entrenar,3,Hace 4 meses
48,me tienen fastidiado no están alineados con la información tengo una app de gympass wellhub y me piden abrir la cuenta de viva gym cuando mi suscripción no es con ellos la app de wellhub debería mostrar un qr es falla de ambas partes con altafit funcionaba perfecto,1,Fecha de edición: Hace 6 meses
49,llevo años en este gimnasio y va a peor el cuidado de las maquinas es pésimo y la reparación de las estas es lentisima te puedes tirar meses esperando los agarres por los suelos por lo que enseguida están rotos y por su puesto no los cambian tampoco han puesto ni una máquina nueva en años pusieron una de hacer sentadilla pero los agarres los quitan y como ahora ya no hay monitores en sala no puedes pedir el agarre por lo que no puedes hacerla y así con varías además para cada persona es una cuota diferente pero ronda los 40€ a los nuevos la cuota regalada eso sí un sin sentido parece que solo hay dinero para poner carteles nuevos esperando desde hace años una mejora decís que vais a reformar la sala ¿pero cuándo?,2,Fecha de edición: Hace 2 meses
50,llevo 4 años viniendo a este gimnasio faltan bancos hay demasiadas máquinas de cardio y pocas de musculación ahora el ser de vivagym está petado de gente tienes 15 invitaciones y la gente mete hasta a la abuela a pasar el día en el gym solo perjudican a la gente que está apuntada y entrena en resumen no tiene ni las ventajas de un low cost ya que pagas mucho ni las de un gym en condiciones por la saturación de gente y falta de máquinas,1,Hace 7 meses
51,en el fondo del gym hay un grave problema de filtración en el techo me da miedo ya que e visto como terminan esos problemas de filtración no me gustaría que se me venga el techo encima también hace un tiempo se rompieron las ligas que se usan para estirar y no volvieron a reponer hasta ahora y bueno me preocupa un poco el tema del aforo ahora en septiembre,1,Hace 3 meses
52,hoy ha sido especialmente feliz en la clase de pilates me gustan mucho todas con yami,5,Hace 2 semanas
53,demasiada gente para tan pocas máquinas para piernas yo quitaría maquinaria de cardio y pongo las máquinas que más se usan de piernas porque no es mi medio normal que haya tan pocas para todo lo que se usan no puedo ir ni en las tardes porque es imposible hay otros más modernos de esta línea de viva gym y con más maquinaria creo que deben también parar de meter gente… es exagerado,1,Hace 6 meses
54,tanto yamira como sergio son unos monitores estupendo es un gusto poder asistir a sus clases,5,Hace un mes
55,fui a una masterclass de boxeo tengo apuntada allí a mi hija y la clase era a las 16 30 yo vivo en la otra punta de madrid llegué 15 minutos tarde se lo comenté a la chica de recepción y envés de ayudarme y abrir la puerta para que suba a ver a mi hija me puso todos los peros posibles me dijo que la próxima vez salga antes que no era su problema y que tenía que llamar al entrenador y seguía pasando el tiempo hasta que me enfade y le dije que si me abre o no porque si no me voy una borderia y chulería por su parte yo me sentí como si me tomase por tonto se lo comenté al entrenador y me dijo que no estaba bien y que se lo diría una persona así no puede estar en una recepción atendiendo a la gente con esa prepotencia y chulería,1,Hace 5 meses
56,v mind con yamira es una de mis clases favoritas ella es super profesional y super amable,5,Hace 4 semanas
57,me encanta la clase de v power salgo con más energía muy buen monitor jorge,5,Hace un mes
58,vengo por las mañanas y m encantan las clases con rubén y yamira y dan muy bien las clases y lo recomiendo mucho,5,Hace un año
59,después de subir 5 euros la cuota creo que deberían subsanar los problemas del gym por 8 euros más me voy a go fit el personal es muy amable eso sí,2,Hace un año
60,muy buenas clases por la mañana con los buenos profes las clases de pilates con yamira son muy buenas y también me gustan las clases de zumba las clases de ciclo con rubén son muy buenas ya que pone muy buenas canciones y animana la clase abraham es muy simpático y da buenas clases,5,Hace 6 meses
61,5 años entrenando en este centro y en general ha sido una experiencia bastante mediocre y que ha empeorado con el tiempo los cambios en las instalaciones son pocos y de poca relevancia pintar paredes o poner cosas decorativas pero las mejoras en maquinarias son ocasionales sin embargo cada años nos han ido aumentando el precio hasta el punto de pagar casi 40 euros al mes por un gimnasio que siempre esta hasta arriba de gente y con unas prestaciones low cost hace mucho que no veo a un monitor en la sala de musculación ayudando a alguien por lo general son pocos y suelen estar desaparecidos ahora cambian de dueño y los precios se mantendrán harán un lavado de cara para parecer otro gimnasio y se acabó mientras tanto ponen ofertas para que los que no les conocen entren en manada si cobras el precio de un gimnasio bueno ofrece las prestaciones de un gimnasio bueno,1,Hace 8 meses
62,esto gimnasio más al uso de las típicas cadenas de fitness llevo viniendo más de medio año viniendo aquí y he visto varias cosas que no acaban de convencerme no hay ningún tipo de fuente ni punto de hidratacion en todo el gimnasio tampoco hay puntos de higiene con servilletas de papel y flush flush para limpiar las máquinas esto me parece más serio después de todo lo que hemos pasado con el covid y también me sorprende porque en el basic fit que es más barato si lo encuentras otro punto a destacar es la falta de personal me da la sensación de que tan sólo tienen un empleado para todo esto de manera que nunca hay nadie en recepción lo peor de esto es la falta de ganas de mejorar he comunicado esto en varias de esas encuestas que mandar por mail pero todo sigue igual me da la sensación de que hay poco mantenimiento un grifo del vestuario lleva roto más de un mes y nadie lo arregla ni siquiera colocan un cartel diciendo que este fuera de servicio si continuo viniendo es porque no hay otro en esta zona,3,Hace 2 años
63,llevo 2 años en el gym y sinceramente cada vez lo veo más deteriorado pero lo que peor llevo son los baños huelen mal y nunca hay jabón para lavarte las manos y tampoco papel algo tan básico como papel y jabón que siempre falten en serio?? tema limpieza? ni hablar brilla por su ausencia deberían cuidar más este tipo de detalles porque son realmente importantes,2,Hace 9 meses
64,es una excelente instructora de zumba yamira simpática y alegre,5,Hace un mes
65,las clases están súper espectacular de yamira y de sergio excelente profesores,5,Hace un mes
66,yami me gustan todas sus clases gracias por dar opciones para todos los ejercicios en pilates me ayudas mucho,5,Hace 2 semanas
67,más de la mitad de este gym son cintas de correr y bicicletas sinceramente podrían quitar alguna q otra y añadir más maquinaria para espalda brazos etc es enorme pero se queda pequeño,2,Hace 6 meses
68,una polea lleva rota más de 1 mes rota y nadie ha hecho el amago de arreglarla los bancos inclinados no tienen las piezas para moverlos están rotos sólo hay 3 en todo el gimnasio y dos no se pueden usar mucha gente para el poco espacio q hay y la mitad de material en mal estado último mes que me quedo en este gimnasio por 38 euros no merece nada la pena,1,Hace 7 meses
69,cada vez está más lleno y es imposible entrenar con lo cual vas y te vuelves sin entrenar porque es imposible la mayoría de los días disponer de material sin esperar por cada uno 20 minutos actualizo reseña tras su contestación 2500 m2 están muy bien si no fueramos 3000 personas en el gimnasio en cuanto a preguntaros por opciones están todas ocupadas por ejemplo si toca pierna hack prensa peso muerto jaula multipower etc si no hay nada disponible es imposible cambiarlo por otra cosa las rutinas deportivas como bien sabrán no pueden ser pues ahora hago y ahora porque así no se evoluciona la ratio socio m2 de gimnasio es muy elevada y ya no hay ni zona para hacer abdominales actualizo la reseña el gimnasio está buscando nuevas opciones con reorganización de las actividades para ganar espacio en el resto del gimnasio por lo que al menos se les ve disposición por mejorar actualización 23 09 22 han incorporado nuevas máquinas para facilitar el entrenamiento con esto se ve que intentan solventar el problema de máquinas y espacio que tenían actualización 11 05 25 si parecía que no podía estar más lleno desde que es un viva gym se han superado la mayoría de las veces todas las máquinas tienen una persona esperando ni una máquina de cardio disponible no sirve de nada estar apuntado a un gimnasio si no lo puedes usar actualización 8 06 25 cambias de móvil y para poder entrar al gimnasio tienes que esperar a que alguien te atienda en el mostrador 25 min de espera más de 3000 socios y no pueden tener a alguien que atienda todo el rato para solucionar este tipo de incidencias una vergüenza han echado a la gente que lleva más de 5 años yendo al mismo gimnasio,1,Fecha de edición: Hace 6 meses
70,gimnasio bueno pero hay gente que viene a ver el móvil mientras se sienta en una maquina y no dejan entrenar y el personal no ayuda para que esto no pase,3,Hace 5 meses
71,buena clase de pilates con jorge música agradable y buenos ejercicios volveré !,5,Hace un mes
72,yamira es una maquina como profesora hace las clases super amenas y lo mejor nos hace participar en todo la mejor sin ninguna duda,5,Hace un mes
73,muy buen gimnasio que conserva la esencia de gimnasio de barrio con las ventajas de una gran franquicia como por ejemplo poder ir a otros centros de vez en cuando la música casi siempre está muy bien y de pronto caen temazos de los 70 80 o 90 que se agradecen y mucho obviamente con canciones actuales lo mejor y de lejos es la atención permanente de yamira que es la única que se acerca de manera espontánea y proactiva a corregirte posturas o afinar la ejecución de las rutinas ¡así da gusto esa actitud tan amable y simpática desde tan temprano por la mañana! creo que no exagero si afirmo que más de la mitad estamos seguimos en este centro por su atención su simpatía y su disposición para ayudar respecto a los clientes no vendría mal una megafonía extra recordándoles a algunos de ellos que en cuanto terminen de usar una máquina la liberen y no se queden ahí mirando su whatsapp salvo esos casos puntuales en general en el turno de mañana los clientes son muy respetuosos,5,Hace un año
74,la mala calificación es solamente para las clases de boxeo no por los monitores sino por el olor nauseabundo que hay dentro de ese espacio sin ventanas sin ventilación es como si por la noche viviera una persona en situacion de calle he realizado una clase de prueba y la verdad que no he vuelto por miedo a vomitar del hedor que emana ese sitio,1,Hace 8 meses
75,da igual a la hora que vayas que siempre está masificado no se puede usar ninguna máquina están todas cogidas menos las de cardio y la gente solo va a socializar se tiran 15 minutos en cada máquina y se quedan sentados as hablando entre ello as es horrible hacer deporte así se te quitan las ganas por otro lado las máquinas son antiguas e incluso algunas no funcionan el cuenta kcal de spinning se apaga de repente los monitores son un cielo eso sí y los vestuarios están muy limpios,3,Hace un año
