id,comment,rating,review_date,sentiment
24,el gimnasio está bien pero no me parece que se estén respetando los tiempos de covid ya que a mi parecer se supera el aforo del local creo que es algo que deberían controlar más cuando se te olvida la pulsera te cobran 50 céntimos esto la verdad que me parece un poco descarado,2,Fecha de edición: Hace 4 años,negative
25,esta gente solo piensa en recaudar y recaudar cambio de clases xq les da la gana te quejas y se las pasan las quejas x el orto los monitores están desanimados las clases se han vuelto aburridas ya me cansado d q juguéis con mi dinero y mi salud ambas cosas son importantes para los clientes para vosotros mas gente más dinero … no recomiendo nada … antes molabais hacéis honor al low cost no hace falta q te molestes en contestar ya tengo tus correos de contestación cada vez q me quejado de lo mal que lo hacéis …,1,Hace 6 meses,negative
26,hoy estaba entrenando y compartiendo máquina con una persona y llegaron 5 tíos más a pedir de mala manera meterse de manera obligatoria y como son amigos del nuevo encargado incluso lo llamaron e hicieron que fuera hasta la máquina y estaban los 6 complot contra mía lo peor no es eso es como un encargado de un cadena de uno de los gyms más importantes de españa se preste para estas cosas incluso habían otras 3 poleas que estas 6 personas hubieran podido compartir con otro si se hubieran dividido pero solo lo hicieron por hacerce los chulos de que son amigos del encargado el problema no es compartir yo ya estaba compartiendo el problema es la falta de equidad y de ética al poner primero a los amigos ante lo que es justo y claro como es el encargado no hay alguien más a quien el usuario pueda acudir a exponer este tipo de situaciones,1,Hace 6 meses,negative
27,el gimnasio está muy bien dotado amplio limpio con variedad de clases colectivas y máquinas siempre está lleno en cualquier horario que vayas pero lógicamente después de las 18 00 mucho más el costo es accesible y el estacionamiento es gratuito los monitores y servicio al cliente bastante amables y receptivos ante cualquier situación además muy moderno y tecnológico mis favoritas claves de zumba con ines seni al igual que las de yoga bodybalance taller de espalda se los recomiendo,4,Fecha de edición: Hace 5 años,positive
28,un lugar donde dejar el estrés los problemas y convertirlo en tu templo buena maquinaria y buen precio de inscripción con gabinete de fisioterapia visiten lo y valoren ven y pertenece al cuerpo dreamfit,5,Hace 2 años,positive
29,buenas tardes llevo 12 años en el gimnasio y en estos últimos años lo único que hacen es dejar al gimnasio morir es decir una desidia pero lo único que son puntuales para primeros de año subir la cuota llevamos un mes y medio con el aire acondicionado de las duchas y baños se estropeado nos tiramos 10 días en invierno duchándonos con agua fría otro mes para cambiar un puñetero secador y así con todo no lo recomiendo os acordáis de esta reseña pues ya llevamos 3 meses más sin que arreglen la climatización la desvergüenza es impresionante,1,Fecha de edición: Hace un año,negative
30,la verdad que estaba buscando un gimnasio que tuviera toda la equipación pero sin estar llena de gente cuando fui a preguntar vi que había muchísima gente y eran las 20 30 a 21 00 un jueves sin embargo le di una oportunidad para probarlo y sinceramente parece mucha gente pero cuando estas en las maquinas al final no parece que haya tanta gente a veces tienes que esperar pero se libra bastante rápido ya que hay varias maquinas tienen taquillas que se abren y se cierran con una pulsera clases que puedes atender cuando quieras una sauna y vestuario lo malo yo pondría aquí sería la tasa de subscripción creo que a mi me dijeron 40€,4,Hace un año,positive
32,que puedo decir llevo años apuntado a la cadena de gimnasios dreamfit no tengo queja acerca de la cadena en si teniendo centros más que dignos como el de san sebastián y moratalaz el gimnasio de valdebernardo es un caso a parte para empezar es el que peor mantenimiento hace de sus equipos en todos los centros que he probado de la cadena numerosas cintas estropeadas bloqueadas o que directamente miden mal la velocidad que seleccionas los equipos y máquinas más obsoletos que he probado de la cadena y ausencia de máquinas como remo en t o flys de pectoral ¿se rompe una polea o una máquina? no te molestes hasta pasado al menos 1 mes no se plantearán repararla durante todo el verano pasado estuvo el aire acondicionado estropeado sin prisa por repararlo como para que te diera un golpe de calor en los vestuarios ¿reforman las duchas? tardarán alrededor de un mes y aún así seguirán fallando varias o carecerán de separaciones como en las duchas de un presidio en el vestuario de hombres el mismo urinario sigue goteando desde hace meses y en los retretes siempre hay una pérdida de agua en el suelo que te hace desear no tener la necesidad de sentarte y empaparte los pantalones antes de entrenar si consigues tener la suerte de que no hayan repuesto el papel y el jabón de manos ya tienes el combo completo no dispone de baño de vapor el personal cuando le pides cualquier material del que tienen guardado su primera respuesta es estará por ahí y ya cuando hayas buscado por todo el gym no lo encuentres y vuelvas a preguntar ya mirarán si lo tienen en su caja por lo general si les preguntas cualquier duda la respuesta más habitual será para eso necesitas contratar un entrenador personal aunque simplemente sea una duda acerca de cómo se realiza el ejercicio para ser justos depende mucho de a que monitor le preguntes dado que otros si están dispuestos a ayudar personalmente acudía a este gimnasio por cercanía a día de hoy prefiero ir al de sanse a la salida del trabajo o al de moratalaz en caso de necesitar menos de la 1h30min máxima del parking gratuito para entrenar dejando este como último recurso la cuota mensual sube más y más cada año que pasa y dreamfit valdebernardo cada vez merece menos la pena es triste que la principal alternativa que existía en este barrio en cuanto a gimnasios comerciales se esté degradando tanto en cuanto a las clases no puedo opinar ya que en todos los años que he estado apuntado no he acudido a ninguna necesita mejorar bastante,2,Fecha de edición: Hace 9 meses,negative
33,ya el acceso es complicado porque las máquinas de identificación no funcionan bien los monitores no sé muy bien a qué se dedican porque permiten el mal uso de las instalaciones por parte de los muchos getas que suele haber en estos sitios el ambiente es pésimo pues en los últimos tiempos abundan críos de instituto que deberían estarse dedicando a otras actividades hay momentos en los que todas las taquillas están llenas y no se controla el aforo puedo seguir,1,Hace 10 meses,negative
34,desde 2018 entreno en este gimnasio y desde entonces observo dos cosas las continuas subidas de cuota mensual y el incremento del aforo que impide entrenar con normalidad cualquiera que sea la hora a la que se acuda el sentido común diria que un servicio más caro debería verse acompañado de una mejora de la calidad pues nada más lejos de la realidad año tras año se incrementa el número de socios en sala y las medidas para paliar este incremento son poner carteles donde se recomienda compartir el uso de maquinas con las gym bros y sister propongo 4 medidas limitar el aforo máximo de personas en sala mediante reserva previa que la aceptación de nuevos socios vaya acompañada de la baja de otros aumentar el espacio de entrenamiento alquilar local contiguo incrementar la cuota y convertirse en un gimnasio premium con mejora real del servicio no anuncios de sostenibilidad medioambiental aunque la mejor de todas sería que apareciera competencia privada en la zona para forzar la mejora continua adicionalmente la tasa de reposición de máquinas asi como la calidad de las mismas dista mucho de la de otros gimnasios dreamfit véase ventas por poner un ejemplo llevamos esperando la reposición de un cajón de salto de 45 cm que falta desde 2022 y desde entonces indican que van a traer uno esperemos que los reyes magos esté año si lo traigan finalmente,2,Hace 11 meses,negative
35,cada año 2 euros de subida de cuota desde luego no lo vale un 7 de subida sin cortarse un pelo por lo menos disimular un poco y subirlo a razón del ipc y luego quitan las gomas elásticas porque dicen que los usuarios las rompen a ver también las cobrais más que de sobra los vestuarios echos polvo malos olores y averías el espacio pequeño para que es más gente,1,Hace 11 meses,negative
36,una de las personas que trabajan en ese gimnasio y que se encontraba en el horario de hoy día 9 de octubre de 2024 en horario de 7 horas de la mañana podía tener más educación y contestar correctamente a las usuarias os que le hacen preguntas o solicitan ayudas si se limitan a ser trozos de carne con una camiseta corporativa de la firma no hacen más que dar mala imagen a la cadena de gimnasios ruego tomen nota de ello los responsables de la firma saludos,1,Hace un año,negative
37,llevo entrenando en este gimnasio casi desde su apertura es vergonzoso la falta de respeto que muestran hacia los usuarios solo se preocupan de subir cada año el precio los correspondientes 2 € pero ni arreglan los vestuarios que están en un estado lamentable en cuanto a higiene y funcionamiento las maquinas que se rompen tardan semanas en arreglarlas no traen nuevo material para reponer el deterioriado estamos sin cajones de madera para saltar que en otros dreamfit los tienen tienen unas bazofias hexagonales y otro que tarde o temprano será causante de algún accidente porque no tienen estabilizadores igualmente otros dreamfit tienen plataformas para realizar el peso muerto que este carece ring y sacos de boxeo zona de entrenamiento funcional al aire libre etc… los bancos van fatal al igual que muchas maquinas obviamente por falta de mantenimiento no están engrasadas o están descompensadas el suelo es un patatal lleno de agujeros un riesgo para la seguridad de los usuarios ofrecen inestabilidad a los mismos o incluso a la hora de usar los bancos no se preocupan de que quede un corredor próximo al mancuernero para poder coger cómodamente las mancuernas sin que haya nadie entrenando encima de ellas no se preocupan de educar a la gente que se tira en una maquina con el movil tiempo exagerado solo se preocupan de subir el precio y de contestar ahora con un mensaje absurdo que no garantiza ningún compromiso de mejora para eso sí seguir riéndose de los usuarios,1,Hace 11 meses,negative
38,gimnasio muy completo con gran variedad de máquinas y materiales y una oferta de actividades muy buena hay profesores geniales que te hacen disfrutar mucho y te explican muy bien el sistema de taquillas es muy cómodo sí veo que en horas punta es muy complicado entrenar porque hay demasiada gente y hacer un circuito de máquinas se convierte en misión imposible,5,Hace un año,positive
39,estoy encantada con el trato del personal son muy eficientes y atentos el gym está bien adaptado para personas con movilidad reducida entrada accesible taquilla reservada y baño amplio y adaptado en la zona de máquinas los pasillos son amplios y te permiten pasar sin problema tienen buen mantenimiento de las maquinas y de la sala están continuamente limpiando sin entorpecer a los usuarios muy recomendable,5,Fecha de edición: Hace 10 meses,positive
40,estoy encantada con el trato con las instalaciones y con todo!! mis padres no faltan ni un día desde hace años y con razón me convencieron por las clases que ofrece y la verdad es que son una maravilla variedad de clases y horarios ya soy fija!!,4,Hace un año,positive
41,5 5 y te voy a dar mis motivos si conoces un poco la franquicia dreamfit tiene varios en toda españa sabrás que sus precios son bastante competentes creo recordar este ronda los 40€ en cuanto a maquinaria todo de la máquina technogym no es la mejor pero da la talla yo le pongo un 5 porque mis horarios de entreno entre las 7 y las 11 am no está muy lleno pero si vas más tarde o a hora punta ya sabes que estará muy masificado los monitores y monitoras de 10 siempre atentos si viviese en madrid volvería a ir allí sin duda,5,Hace 10 meses,positive
42,el gimnasio es bastante completo en cuanto a maquinas y a actividades dirigidas el único pero es que tiene un aforo muy elevado hay horas del día que pierdes mucho el tiempo esperando por una máquina la mejor hora para ir sin duda es muy temprano por la mañana lástima que no hay actividades dirigidas por otro lado hay ciertas partes del suelo del gimnasio que podrían arreglarlo pero en general es un buen sitio de fitness,4,Hace un año,positive
43,han subido el precio 3 veces en año y medio! el aforo es demasiado alto nunca hay máquinas libres las máquinas están sucias llenas de sudor pegajosas hace demasiado calor en la sala no ponen el aire acondicionado y ahora nos sobornan diciendo q si ponemos reseñas positivas en google entramos en el sorteo de un año de gimnasio gratis de ahí q haya alguna reseña positiva desde hace unos días sinceramente no lo recomiendo,1,Fecha de edición: Hace 2 años,negative
44,me encanta este gym tiene muchas máquinas para trabajar un excelente ambiente y están bien distribuidas las máquinas y todo lo demás los monitores son muy amables y atentos os recomiendo!,5,Hace 8 meses,positive
45,está demasiado lleno de gente por las tardes cuesta entrenar a gusto pero al ser tan grande siempre encuentras alguna máquina libre… las clases muy bien!!,4,Hace 8 meses,positive
46,es imposible entender como todos los años sube el precio y no solo no mejora sino que va a peor máquinas muy desgastadas varias fuera de servicio directamente y cada vez más gente hasta el punto de no poder acceder a un banco libre un jueves por la tarde no se lo recomiendo a nadie,1,Fecha de edición: Hace 8 meses,negative
47,gimnasio muy amplio con gran gama de maquinas y peso libre así como un buen set de clases grupales en su contra diré que está masificadisimo y que desde los 19 90€ para toda la vida segun la publicidad de entonces no ha parado de subir el precio rondando ya los 40€,4,Hace un año,positive
48,no recomiendo este gimnasio a nadie el aforo está siempre por encima de lo permitido lo que hace que sea difícil encontrar una máquina libre la dirección del gimnasio se limita a responder a las reseñas con frases amables pero no hace nada para solucionar los problemas que los clientes le planteamos y para colmo suben la cuota sin mejorar el servicio es una vergüenza y un abuso espero que cambien las cosas pronto,1,Hace un año,negative
50,muy buen gimnasio con continuas mejoras la gente se queja del aforo en ciertas horas del día pero es lo normal en cualquier lugar que vayas a esas horas osea que tampoco se entiende muy bien la queja lo que si que deberían tener en cuenta son los horarios si se abre hasta las 23 h no puede ser que a las 22 15 22 30 ya apaguen las televisiones apaguen generadores de aire te mueres del calor y casi te estén quitando las pesas para que te vayas hay gente que solo podemos entrenar a primera o última hora y nos gustaría poder hacerlo con total normalidad gracias,4,Fecha de edición: Hace 2 años,positive
51,muy buen gimnasio sobre todo si vas a clases dirigidas las clases de zumba son geniales sobre todo las de belén y las de urban de beatriz también molan mucho rocío también era una monitora de 10 si hay que poner alguna pega es el exceso de aforo en la sala de máquinas por lo demás todo genial,4,Hace un año,positive
52,hasta que no tengan muchas más bajas que altas no pensarán en cuidar el gimnasio sus instalaciones y sus clientes algo de competencia vendría bien para eso no merece la pena mejor ir un poco más lejos a un mejor gimnasio,1,Hace 11 meses,negative
53,llevo años en este gimnasio por cercanía y en función del día hora que vayas se le podría dar una valoración u otra la calidad de los servicios es muy buena pero parece que siguen sin tomar en serio el tema del aforo… acaban de reestructurar la zona y ampliar máquinas muy bien pero ¿qué sentido tiene si siguen entrando nuevos socios? además de subir la cuota mensual para afrontar dichos gastos claro… en definitiva por 20€ mes entiendo que se tuviera que soportar una alta ocupación pero por 35€ mes que no se pueda entrenar por ejemplo un lunes o martes desde las 17 30h hasta las 22h es inaceptable,2,Hace 2 años,negative
54,esta sede de dreamfit es cómoda para acceso estacionamiento tiendas que surten de zapatos y material para entrenamientos tienda naturista esto alrededor del gym dentro hay venta de productos para mejorar el rendimiento fisioterapia nutricionistas el personal es atento colaborador y muy bien preparado las máquinas material salones actividades y talleres son excelentes el espacio es muy amplio la limpieza es continua los baños son cómodas y limpios hay baños para personas con sillas de ruedas de verdad me siento muy cómoda en esta sed e,5,Hace 2 años,positive
55,muy bien las clases y las instalaciones pero en plena pandemia lo del aforo parece ser que no lo tienen muy en cuenta es exagerado la gente que hay parece una discoteca,5,Hace 4 años,positive
56,sería un gran gimnasio si cumplieran el aforo muchas veces hay 400 personas entrenando lunes martes y miércoles es impracticable parece las rebajas el gym como tal bien pero lo del aforo lo complica todo ir entre semana de 18h a 22h es estar con más de 300 personas allí cada vez menos monitores y más chicos haciendo prácticas y que quiten la hora de 20h a 21h del sábado para ampliarla una hora a las 6 de la mañana,1,Fecha de edición: Hace 2 años,negative
57,de los mejores gimnasios en los que he estado las máquinas son alucinante tienen una calidad enorme que se nota en casa entrenamiento los monitores son super atentos y se nota que son expertos y sus consejos nos ayudan mucho y las instalaciones están súper bien preparadas en general está de 10,5,Hace 2 años,positive
58,lo que me gusta de este gimnasio que tiene mucha diversidad y latino dance …,5,Fecha de edición: Hace 2 años,positive
59,un cordial saludo! espero que todo aquel que tenga pensado inscribirse en este gimnasio se detenga un momento y lea este mensaje! hoy he ido a inscribirme al gimnasio y resulta que me dicen que no hay plaza disponible apartes de las plaza ellos tienen un pase que lo pagas mensual el cual son 10 € euros más que cuando tienes la matrícula en vez de pagar 38 € con matrícula pagarías 48 € ! pues tampoco tienen pase ! me dise la chica que me ha atendido que la otra opción que tienen es que pague 10€ euros por día ósea que no tienen cupo para matricularse ni para el pase sin matrícula pero si tienen disponibilidad para ir y pagar 10 € el día ! ósea me gustaría que me explicaran la lógica de esto ! porque desde mi punto de vista la única lógica que tiene esto es la siguiente! en valdebernardo no hay otro gimnasio y se están aprovechando ! pues yo como consumista es muy sencillo los voy a reportar en la dirección general de comercio consumo y servicios de la comunidad de madrid,1,Hace un año,negative
