id,comment,rating,review_date,sentiment
11,llevo una temporada larga en este gimnasio y lo que me gusta de él es la cantidad de clases colectivas variadas así como diferentes horarios que tiene adaptándose a diversas edades y acondicionamiento físico dependiendo del nivel de cada uno l s monitores nos conocen y saben de nuestras patologías y carencias o si puedes dar más o menos en una clase y eso es de agradecer que estén atentos y corrijan no somos solo un número de usuario para mí la calidad profesional y humana de l s profesor s hacen que me encuentre muy a gusto en este gimnasio,5,Hace un mes,positive
12,es lo mejor del barrio si que llevan un montón en reformas pero bueno gente maja y lo siguiente son todos los chicos ahí! … los que se quejan pues que busquen otro igual… ah! ¿que no hay? pues un poco de empatía,5,Hace 2 meses,positive
13,llevo apuntado al gimnasio bastante tiempo y desde que ha echo el último cambio con las obras recientes las condiciones son inhumanas para los clientes la sala de entreno parece un búnker sin luz natural sin ventilación de ningún tipo todo lleno de polvo no se puede respirar y huele muy mal la sala olor a cloro de la piscina que está al lado obreros encima de los clientes con andamios que se puede caer encima de los clientes sin arness y sin la prevención de riesgos laborales que debe cumplir cualquier trabajador o instalación abierta al público me parece nefasta tanto la gestión de la obra como la respuesta que te dan en recepción a la hora de exponer tus quejas deberían informar mejor al cliente o mantener el gimnasio cerrado mientras se realiza la obra y no poner en riesgo tanto la salud de los clientes y la de los trabajadores eso sí el abono mensual sigue por las nubes espero que está crítica sirva para mejorar las instalaciones y sobre todo prevenir cualquier accidente que pueda ocurrir en la sala entiendo que para el empresario el dinero está por encima de la salud de vuestros clientes pero hay prioridades! espero que la situación se resuelva cuanto antes!,1,Hace un mes,negative
14,si no teníamos bastante con las obras que no acaban nunca ahora resulta que se va la luz y no hay forma de arreglarla o al menos en la totalidad de las máquinas de cardio al menos dos días sin poder utilizar las cintas de correr por ejemplo y sin ningún aviso por parte del gimnasio a los usuarios y por supuesto pagando lo mismo muy mal señores,1,Hace un mes,negative
15,lo peor no son las subidas de cuotas sin que mejoren los servicios cerraron la piscina a mediados de junio pero aun así cobraron el mes completo en verano hubo días en los que faltó el aire acondicionado o incluso el agua hoy he ido a entrenar y me he encontrado con la sala de pesas cerrada durante varios días pese a que han cobrado la mensualidad íntegra pero lo más frustrante no es eso lo peor es que cuando preguntas nadie asume responsabilidad solo hay excusas nunca soluciones,1,Hace 2 meses,negative
16,hace unos meses se trasladó por completo la sala de máquinas del gimnasio a la planta de abajo todo esto con una promesa de más espacio y de mayor comodidad el resultado no puede ser más distinto la humedad y el olor de la piscina son constantes ya que se encuentran pared con pared algo que se podía ver venir de lejos y se decidió ignorar se añadieron maquinas nuevas algo que podría parecer bueno de primeras pero el resultado ha sido una zona llena de maquinas de crossfit enorme que acumula material inutilizado sumado a una zona de barras que están tan elevadas que el usuario promedio del gimnasio no puede ni llegar de un salto en resumen un espacio inutilizado que no molestaría de no ser poque el espacio que había antes para las maquinas que si se utilizan se ha reducido a la mitad provocando una sensación de agobio y frustración constantes con el traslado algunas máquinas de las más utilizadas han desaparecido y se ha omitido la necesidad de añadir material altamente demandado como bancos habiendo solo 5 para todo el gimnasio 2 de ellos utilizados permanentemente en las maquinas smith u otras maquinas como las de poleas las cuales no hay un momento sin demanda todo esto provoca que ahora mismo sea imposible entrenar sin turnarte con 1 o 2 personas o esperar al menos 5 minutos por máquina lo cual no es un problema pero da rabia ver como al lado hay un espacio vacío y al menos 10 maquinas nuevas que no las toca nadie la obra le pasa también factura al gimnasio pero mientras se solucionasen estos fallos al menos no se hubieran empeorado las condiciones con respecto a cómo estaba antes de la obra,1,Hace un mes,negative
17,completamente de acuerdo con las quejas del gimnasio hace un año hubo reforma y ahora los nuevos dueños están haciendo otra algunos días en la sala de pesas la cantidad de polvo es tal que parece haber niebla hay unos tubos de ventilación instalados que no han funcionado todavía la sala se ha convertido en una cueva negra sin ninguna luz natural la puntilla está siendo la reforma de los vestuarios para las mujeres hay dos un tercero está siempre cerrado y en cada uno hay un inodoro y una ducha para todas cuando hay clases de las que salen 60 personas para colmo una de las duchas está atascada en fin no pongo ninguna estrella porque no se puede sigo en el gimnasio porque es el más próximo a mi casa me preguntó quién ha puesto las reseñas positivas,1,Hace un mes,negative
18,después de cerrar 3 dias por la cara y no dar los servicios por los que pagamos hoy he ido a entrenar por primera vez desde el cambio de sala puedo entender que el suelo de al sala este lleno de polvo y acabe la toalla y el apantalon si te sientas bastante sucios pero después de todo la que nos habeis liado ¿no hay instalacion de aire acondicioanado todavia? entre el olor que habia a tigre por que claro tampoco hay extractor y el calorazo para que te de algo entrenando cobrar por estos servicios 45€ me daria verguenza ojala habran otro gym muy cerca se iba a quedar quien yo me sé,1,Hace 2 meses,negative
19,3 días sin poder usar el gimnasio por cambio de ubicación de las máquinas con escasa o nula información al respecto han abierto la piscina pero para acceder a ella tienes que pasar por las máquinas de cardio por lo que entre máquina y máquina hay un desfile de bañadores chanclas y agua con todo las incomodidades que ocasionan pese a la falta de servicios e instalaciones adecuadas la cuota mensual seguro que llega completa,1,Hace 2 meses,negative
20,personalmente creo que deberían cerrar el centro mientras duren las obras no me importaría que me siguieran cobrando las cuotas si al final sirve para que el socio salga beneficiado y el personal conserve su trabajo pero ir al gimnasio sin saber si voy a poderme ejercitar por las obras los diferenciales los cambios de vestuario los aparatos averiados etc etc me crea una incertidumbre absurda o una pérdida de tiempo en caso de tener que darme media vuelta,1,Hace un mes,negative
21,el mejor gimnasio no de aluche de todo madrid! atención excelente profesionales tanto recepcionistas encarna de toda la vida increíble persona y profesional monitores mi experiencia y práctica pilates yaiza raquel lo dan todo y me siento super feliz de la calidad y dedicación tanto individual y colectiva tambien instalaciones que no dejan de mejorar la piscina y monitores equipazo encargada virginia super maja y profesional voy yo y mi hijo a cursillo y estoy encantado como lo está mi hijo la bomba de gimnasio al mejor sin duda que he ido en toda mi vida animo a todo el mundo con la nueva reforma y maquinaria nueva no les va a defraudar! 10 de 10,5,Hace 4 meses,positive
22,pésimas condiciones y falta total de responsabilidad del centro este gimnasio actualmente es un verdadero riesgo para la salud y la seguridad de los clientes están en plenas reformas pero han decidido seguir operando como si nada sin tomar ninguna medida adecuada de ventilación no existe ventilación desde agosto el ambiente es irrespirable se mezcla el polvo de obra el olor fuerte a cloro de la piscina climatizada y el hedor a sudor acumulado lo que genera un aire denso tóxico y completamente insalubre a esto se suma la falta total de profesionalismo de la gerente que no da la cara no ofrece soluciones y ni siquiera es capaz de reconocer el problema lo más grave es que no están cumpliendo con las normativas básicas de seguridad e higiene no hay señalización adecuada no se controla la calidad del aire y hay zonas donde uno podría lesionarse o incluso caerle un andamio encima quien se haya encargado de organizar este proceso de cambio ya l pueden enviar al paro porque peor no se puede gestionar dada la situación tan crítica debo informar que se presentará una denuncia ante las autoridades competentes por incumplimiento de normativas de seguridad y sanidad este lugar no es seguro ni recomendable en su estado actual están jugando con la salud de los usuarios los cuales pagan una cuota bastante alta para que los servicios que se ofrecen de este gimnasio estén a la altura para futuros clientes ni lo penséis en apuntaros a este gimnasio,1,Hace un mes,negative
23,y la obra interminable sigue esperemos que para bien pero hasta que esto termine la dirección no esta teniendo en cuenta el polvo que se esta respirando y el que hay en el suelo por falta de limpieza algo que se ha ido incrementando a lo largo del mes de septiembre y los días transcurridos de octubre especialmente en ese espacio de paso y que da acceso a la sala de ciclo y la sala 3 en este lugar se imparten las clases de core pilates y yoga la atmósfera provoca irritación de garganta y nariz especialmente a los que como es mi caso padecemos alergia al polvo se deben tomar soluciones urgentes por parte de la dirección y caso de que esto no suceda los socios tendremos que tomar otras medidas estoy en sage desde el año 2000 y he visto de todo situaciones muy buenas buenas regulares y malas en este orden supongo que cuando esto acabe quedará un gran gimnasio aunque lo que fue la esencia de sage desde mi punto de vista se este perdiendo mi comentario va dirigido a la dirección ya que según ellos se cumplen todas las normas sanitarias y ademas se limpia a diario cuando no es cierto los que salimos llenos de polvo al estar tumbados en la colchoneta somos nosotros y el que defiende que todo está perfecto no puede apreciar esto desde su despacho se debe cerrar el gimnasio hasta que esto acabe o limitar las clases llevar un control de la respiración haciendo ejercicio en estas condiciones no es bueno para la salud que seguro es lo que opinaría el ministerio de sanidad,1,Fecha de edición: Hace un mes,negative
24,después de mantener la piscina cerrada casi tres meses este verano continua en obras muchas instalaciones del gimnasio para poder ir a la piscina tienes que pasearte por la zona de las máquinas en bañador y toalla una vergüenza después de tantos años y todo esto manteniendo la cuota mensual sin descuentos por molestias y por no poder usar la piscina durante casi 3 meses nada recomendable,2,Hace 2 meses,negative
25,llevamos varias semanas quejándonos por coincidir la clase de spinning con la de yoga es imposible escuchar al profesor ni practicarlo insoportable el sonido pero lo de hoy ya ha sido una falta de respeto hacia el profesor y poco compañerismo pues ha salido dos veces de la clase para decirle por favor que lo bajara a la profesora y no le ha hecho ni caso hemos salido a protestar y nos piden paciencia que creo que ya hemos tenido bastante después de toda la obra que llevamos soportando creo que deberían de hacer no coincidir las dos clases a la vez ya que yoga solo lo hay una vez al día,1,Hace 2 meses,negative
26,llevo 30 años nadando en este centro y cada año ha ido de mal en peor por mucha reforma que se está haciendo solo es un lavado de cara la gestión sigue siendo nefasta la limpieza bastante mejorable las instalaciones pasillos vestuarios sin comentarios los radiadores del pasillo estropeados y cuando funcionan los apagan a media tarde en pleno invierno es decir catarro asegurado y encima te cobran 15 € en concepto de reserva de plaza por unos servicios que no te dan ni cuando te cobran la cuota completa el valor añadido que tenía este gimnasio era la piscina y jamás se han ocupado de ella ni de las personas que solo utilizan la misma gimnasios hay muchos y buenos por el barrio así que ya pueden espabilar,1,Hace 5 meses,negative
27,añado gimnasio mal ventilado lleno de polvo por las obras ambiente insalubre no pasaria una inspección de sanidad ruidos constantes de maquinaria martillazos taladros etc falta la maquina contractora para hacer pecho que antes estaba y la han quitado falta de control de acceso estan los tornos abiertos y pasa todo el mundo como pedro por su casa en los 2 meses de verano que estuvo cerrada la piscina por reformas de mejora que hicieron? se ha vuelto a averiar dejandola 1 semana sin uso y perjudicando a los que solo van a nadar o aquagym averias constantes en suministro electrico etc gimnasio mal climatizado este verano con las ventanas abiertas todo el dia incluso por las tardes cuando en la calle estabamos a 40 grados llevamos dos veranos de obras y no acaban nunca con problemas de ruidos mal climatizado suben todos los olores y humos de las obras a la sala la piscina lleva cerrada todo el verano por obras cerrada sin previo aviso,1,Fecha de edición: Hace 3 semanas,negative
28,es una pena que se pasen más en obras que la sagrada familia acababan de terminar unas que habían dejado el centro muy chulo y ahora se meten otra vez en otras a ver qué vendrá después las instalaciones de la sala de entreno pésimas a día de hoy y se sigue pagando la misma cuota al menos se podrían haber aplicado algunos descuentos pero nada estaremos así varios meses más lo de ahora de los vestuarios para hacérselo mirar,2,Hace un mes,negative
29,gimnasio masificado de gente con pocas maquinas y bancos no se puede entrenar bien ya que vienen montón de chavales gente mayor y niñas que cojen una maquina y se están toda la tarde en ella y no se puede hacer nada ademas el aire acondicionado no funciona tienen puesto un ventilador a la entrada para toda la sala es imposible entrenar de 16 30 a 20 45 ya que aforo es superior al permitido no te puedes ni mover como para hacer algo si quieres entrenar no vengas a este gimnasio ya que no podras hacer tu rutina no es normal que la gente nueva pague 23 euros y los que llevan mas tiempo 45 ademas de no haber un control de la gente que hay en la sala no es normal que hayan 200 personas en una sala con 40 maquinas es mentira lo que decis habeis masificado el gymnasio metiendo gente por 19 euros y otros por 25 mientras que la gente que lleva mas tiempo tiene que pagar 42 o 45 euros ademas nos habeis metido en un zulo sin aire acoindicionado menos maquinas y espacio que antes el aforo no esta ni controlado solo hay 5 bancos para 140 personas y ya no digo de maquinas de pecho inferior una la contractora la habeis quitado solo hay 3 maquinas duplicadas de piernas nunca tienes un banco para poder entrenar el aire acondicionado no funciona no es normal que esteis metiendo a gente por 19 euros solo por llenarlo y masificarlo ibais a poner mas maquinas y bancos y sin embaro cada vez hay menos bancos y mas gente no habei spuesto nada solo masificarlo y meter gente y gente cobrandoles 19 euros no lo veo legal que esteis metiendo gente por meter a precio de risa mientras otros pagan 45,1,Fecha de edición: Hace 2 meses,negative
30,la experiencia ha ido de mal en peor primero cancelaron la piscina uno de los principales atractivos del gym entiendo por que estan remodelando luego empezaron a reducir clases cerrar salas y a usar poco el aire acondicionado en pleno verano además cambiaron condiciones sin avisar antes la clase de prueba era gratis y ahora cobran 10 € sin previo aviso en agosto recortaron aún más horarios y actividades lo más grave han mantenido abierto el gimnasio mientras realizaban trabajos con disolventes con un olor fuertísimo y claramente perjudicial para la salud inaceptable que un centro deportivo exponga así a sus clientes por último al intentar darme de baja me exigen hacerlo solo de forma presencial cuando antes era con un correo electrónico nunca informaron ni pidieron aceptar nuevas condiciones un desastre de gestión cero cuidado por el cliente y sin garantías mínimas de salubridad,1,Fecha de edición: Hace 3 meses,negative
31,muy buen gimnasio el ambiente es motivador y los entrenadores siempre están pendientes de ayudarte las máquinas están en buen estado y las clases son muy completas lo recomiendo totalmente,5,Hace un mes,positive
32,por fin han reabierto la piscina y vamos de mal en peor después de dos meses cerrada es indignante el estado en el que la han dejado el co2 el martes estaba por las nubes algo gravísimo ya que puede provocar asfixia un problema que no es nuevo porque la máquina encargada de controlarlo deja de funcionar día sí y día también la ventilación es prácticamente inexistente el agua de la piscina está cada vez más turbia hasta el punto de que no se puede ver ni a cinco metros ¿y qué hacen al respecto? nada están poniendo en riesgo la salud de los usuarios la sala de máquinas sin ventilación con muchísima humedad calor excesivo y una evidente falta de limpieza en todo el centro por si fuera poco el control de acceso en la puerta lleva meses sin funcionar lo que permite que haya un aforo superior al permitido está claro que lo único que les importa es mantener el centro abierto y seguir cobrando las mensualidades sin importarles las condiciones del lugar ni los riesgos para la salud de quienes lo usamos,1,Hace 2 meses,negative
33,llevamos más de un año con obras en el gimnasio ayer bajé a la sala de fitness e increíble estábamos como piojos en costura máquinas de cardio apiñadas sin espacio para respirar escasa luz sin aire pocas máquinas la gente pasando para ir y venir a la piscina el fin de semana no pude hacer deporte porque la sala fitness estuvo cerrada para bajar las máquinas y ayer me informan que la sala fitness se va a quedar así solo que con luz y aire acondicionado van de mal en peor ha pasado de ser una sala reducida en máquinas pero con luz y organización a ser un gimnasio cutre vas a hacer cardio y te cae el sudor del compañero porque literalmente te tocas con él si mueves un dedo les comento cuando me puedo dar de baja y me indican que tengo que esperar hasta el 1 del próximo mes yo aguanto las obras y pago religiosamente y no me puedo dar de baja cuando están incumpliendo lo acordado con ellos no entiendo nada,1,Hace 2 meses,negative
34,vergonzoso la semana pasada estando haciendo unas consultas en recepción vino corriendo un chico para que pidiesen una ambulancia en un accidente dejó caer los pesos de la máquina de poleas sobre su mano había dos personas en recepción pues bien literalmente lo único que hicieron fue eso llamar a la ambulancia fuimos mi marido y yo los que le dijimos al chico que se sentase en el sofá de recepción y estuvimos pendientes de el y tranquilizandole en todo momento ya que estaba temblando del dolor pedí algo para poder limpiarle y uno de los recepcionistas me saco el botiquín y me lo puso encima del mostrador sin más saqué gasas y se las pusimos al chaval mi marido le estuvo taponando la herida que no dejaba de sangrar una lesión bastante grave por aplastamiento en la que se veía el hueso por cierto no es que fuese un arañacito y mientras tanto los de recepción seguían atendiendo al teléfono y en mostrador cuando eran dos personas señores hay prioridades ni siquiera salieron a revisar si había sangre en la máquina o en la sala una vergüenza yo no tengo formación en primeros auxilios y llegué tarde a mí casa por estar pendiente del chico ayudándole a llamar a su familia y su amigo para que le subiese las cosas a recepción pendientes de su llegaba la ambulancia y ellos en su jornada laboral no hicieron absolutamente nada por mi parte este mes mismo me doy de baja no confío en esta gente mi único buena valoración a lo mejor que tenéis los monitores que son unos profesionales unos siguen y otros no y que son el motivo por el que muchos he os estado estos años en sage carmen maría ana raquel yaiza carlos y demás gracias por tanto,1,Hace 2 meses,negative
35,me parece vergonzoso como estais llevando la gestión de las instalaciones del gimnasio el aire acondicionado no funciona todo el verano cierran los fines de semana que os viene bien por vuestras obras los socios tienen que estar haciendo deporte entre cables y trabajadores todos se lavan las manos como pilatos y nadie da explicaciones pero eso sí! las mensualidades las cobran puntuales peor aún es un engaño como se promocionan en redes pero engaño rotundo y aquí los perjudicados los de siempre socios que llevan tiempo,1,Fecha de edición: Hace 2 meses,negative
36,llevan dos días cambiando las maquinas supuestamente hoy a las 10 se podía entrar pero llegas a esa hora y te dicen que te des la vuelta porque al final no están listos eso sí el recibo entra sin ningún problema en el banco y ya llevamos 4 meses pagando la tarifa de siempre pero con muchos menos servicios una absoluta estafa,1,Hace 2 meses,negative
37,llevo unos 6 meses en el gimnasio donde me costó 40 euros la inscripción y 45 el abono mensual tengo que decir que los monitores son escasos siempre hay algo en mantenimiento y las instalaciones nunca están completamente disponibles… y ahora en esta época de verano hay que añadirle que reducen el horario de apertura en una 15 horas semanales menos abierto y llevan con el aire acondicionado sin pone desde que he entrado… son unas condiciones vergonzosas para el precio que estoy pagando… no todo el mundo trabaja menos en verano y si me estáis acortando los horarios de apertura también deberías hacerlo en el precio… 45€ es una burrada por estas condiciones…,1,Hace 4 meses,negative
38,60 personas en una clase dirigida? en serio? si no lo veo no lo creo no te puedes mover sin chocarte con el compañero no se puede respirar 60 personas sudando todo cerrado y no hay aire,1,Hace 3 semanas,negative
39,no lleva ni dos meses la piscina abierta y ya esta cerrada y según a quien preguntes te cuenta un motivo una falta de trasparencia total por parte de los responsables del centro ¿? la cerraron el miercoles dia 12 de noviembre y de momento a dia de hoy dia 17 sigue cerrada ¿hasta cuando? han reabierto la piscina hace unos dias despues de una obra que en teoria era para mejorar instalaciones la sorpresa llega que la piscina en terminos generales esta peor la calidad del agua o esta turbia sucia o como quieras decirlo pero se ve mal cuando llegas a los extremos para girar o voltear se ve fatal la pared y no se puede calcular bien lo peor no es esto si no que me preocupa que el agua no tenga la calidad suficiente para nadar sin que afecte a la salud de la parte del gym estan terminado las obras y daremos el beneficio de la duda pero actualmente hace un calor terrible a ciertas horas y aun faltan cosas que habia antes como trx anillas etc que deseo que no las quiten eso si la cuota de los 45 euros se han cobrado a pesar de casi los dos dias de cierre para mover las maquinas como si nada,1,Fecha de edición: Hace 3 semanas,negative
40,se suponía que el hecho de que una cadena grande hubiera cogido el gimnasio seria para mejor pues muy mal van avisan que este viernes estaría cerrado todo el día por cambio de maquinas a otras salas un día lo puedo llegar a entender dentro que seria mas lógico hacerlo el domingo que solo abren medio día y perjudican a menos gente el jueves a media mañana ya faltaban maquinas por que habían empezado el traslado sin avisar de ello el viernes cerrado el sábado mandan un mensaje a a primera hora diciendo que solo va a estar abierta la sala de cardio voy a las 5 a entrenar y esta tanto la sala de fittnes como la de cardio cerradas ya no se molestan ni en avisar para no te molestes en ir y se te cara que se me ha quedado a mi y encima en domingo también esta cerrado sage hace tiempo que no era una maravila pero con beats muy mala gestion espero que a la hora de cobrar la cuota se tenga en cuenta y nos devolváis lo proporcional a los días que no habéis prestado un servicio por que pagamos y barato no es para lo que ofrecéis que nos habéis quitado 3 días por la cara muy decepcionado,1,Fecha de edición: Hace 2 meses,negative
41,entiendo que estéis haciendo una reforma integral pero no es normal el olor a disolvente pegamento y el polvo que había ayer por la tarde en el gimnasio lleva desde el lunes oliendo así pero ayer fue ya exagerado jueves 28 08 25 estuve en el gimnasio de 18 30h a 20 15h y salí mareadísima con dolor de cabeza ojos rojos y labios irritados podéis comprobar mi asistencia si estáis trabajando con productos con olores muy fuertes y tóxicos y veis que no se ha ventilado correctamente el gimnasio por la salud de todos deberíais cerrar aunque sea unos días el gimnasio los usuarios al final como mucho estamos unas horas allí pero los empleados personal de limpieza monitores recepción pasan su jornada laboral entera y tiene que ser horrible seguramente la mayoría saldrán con síntomas de estar en un espacio sin la ventilación adecuada con productos volátiles tóxicos en el ambiente más el polvo correspondiente a una obra yo entiendo que es algo temporal y la obra pero de verdad no entiendo como permitisteis abrir el gimnasio ayer y esta semana entera con el olor tan fuerte que había que es peligroso por la salud por favor tratar de solucionarlo a la mayor brevedad porque ya es un tema de salud de verdad no se puede estar haciendo deporte con elementos volátiles tóxicos en el ambiente y cero ventilación además el aire acondicionado no ha estado funcionando correctamente pero esto al menos si tienes cuidado y te hidratas no es tan peligroso,2,Hace 3 meses,negative
42,contenta con el gimnasio al estar embarazada he podido seguir acudiendo a clases de pilates y postural gracias a la adquisición por parte del gimnasio de una cuña para mantenerme algo inclinada y a las adaptaciones que la monitora raquel me hacía durante las clases sin embargo si hubiese habido clases específicas de pilates para embarazadas me hubiese apuntado puede ser una buena propuesta para el futuro!!!!,5,Hace 3 meses,positive
43,un caos de gym está saturado y a menudo se le quitan a uno las ganas de entrenar la sala de fitness sin luz natural junto a las piscinas que dan un ambiente de humedad a la sala insoportable,1,Hace 3 semanas,negative
